order_id,customer_id,order_date,product,category,quantity,price,discount,country,revenue
500317,469,2024-03-06,Home Item 20,Home,2,16.81,0.2,Egypt,26.9
500318,182,2024-05-13,Electronics Item 2,Electronics,2,27.95,0.0,Saudi Arabia,55.9
500319,178,2024-06-19,Fashion Item 7,Fashion,4,25.49,0.0,Egypt,101.96
500320,534,2024-06-07,Toys Item 3,Toys,2,169.42,0.0,Morocco,338.84
500321,214,2024-09-02,Grocery Item 17,Grocery,4,271.32,0.0,Saudi Arabia,1085.28
500322,121,2024-01-14,Toys Item 30,Toys,2,6.16,0.1,Morocco,11.09
500323,184,2024-09-26,Grocery Item 16,Grocery,4,54.74,0.25,Egypt,164.22
500324,235,2024-03-30,Toys Item 7,Toys,1,87.65,0.0,Saudi Arabia,87.65
500325,483,2024-03-29,Toys Item 15,Toys,2,174.23,0.0,Saudi Arabia,348.46
500326,315,2024-03-13,Home Item 21,Home,5,38.18,0.0,Egypt,190.9
500327,395,2024-03-18,Electronics Item 8,Electronics,1,73.19,0.0,Saudi Arabia,73.19
500328,523,2024-03-20,Fashion Item 37,Fashion,1,231.95,0.2,Jordan,185.56
500329,195,2024-07-01,Sports Item 3,Sports,3,5.45,0.05,Egypt,15.53
500330,203,2024-07-19,Electronics Item 31,Electronics,3,84.19,0.0,Saudi Arabia,252.57
500331,390,2024-11-03,Grocery Item 19,Grocery,3,64.79,0.0,Egypt,194.37
500332,529,2024-06-24,Fashion Item 31,Fashion,1,43.15,0.1,Jordan,38.84
500333,121,2024-10-03,Electronics Item 30,Electronics,5,94.29,0.0,Jordan,471.45
500334,40,2024-04-09,Grocery Item 22,Grocery,4,31.55,0.0,Morocco,126.2
500335,475,2024-10-19,Toys Item 17,Toys,5,127.39,0.1,UAE,573.26
500336,534,2024-10-29,Sports Item 33,Sports,2,3.55,0.0,Saudi Arabia,7.1
500337,421,2024-02-21,Fashion Item 27,Fashion,2,39.39,0.1,UAE,70.9
500338,421,2024-11-13,Toys Item 12,Toys,1,189.13,0.25,Egypt,141.85
500339,181,2024-02-25,Fashion Item 36,Fashion,1,82.41,0.0,Egypt,82.41
500340,566,2024-11-09,Fashion Item 7,Fashion,3,77.15,0.0,Jordan,231.45
500341,507,2024-01-06,Sports Item 21,Sports,5,33.84,0.0,UAE,169.2
500342,276,2024-08-04,Sports Item 35,Sports,4,40.04,0.0,Lebanon,160.16
500343,173,2024-12-29,Grocery Item 23,Grocery,1,43.1,0.0,Egypt,43.1
500344,166,2024-01-20,Electronics Item 23,Electronics,1,24.01,0.0,UAE,24.01
500345,204,2024-11-26,Toys Item 13,Toys,1,11.0,0.05,UAE,10.45
500346,69,2024-03-11,Home Item 19,Home,2,13.11,0.1,Morocco,23.6
500347,421,2024-12-11,Electronics Item 17,Electronics,5,60.07,0.15,Egypt,255.3
500348,58,2024-04-21,Electronics Item 3,Electronics,3,116.84,0.1,UAE,315.47
500349,251,2024-09-01,Electronics Item 2,Electronics,4,222.92,0.15,Egypt,757.93
500350,513,2024-10-07,Sports Item 11,Sports,3,65.11,0.15,UAE,166.03
500351,13,2024-11-21,Toys Item 8,Toys,2,32.82,0.0,Saudi Arabia,65.64
500352,507,2024-01-27,Fashion Item 6,Fashion,1,43.85,0.0,Jordan,43.85
500353,478,2024-03-22,Electronics Item 2,Electronics,3,51.23,0.0,Lebanon,153.69
500354,584,2024-01-22,Fashion Item 14,Fashion,3,59.77,0.0,Jordan,179.31
500355,250,2024-08-31,Fashion Item 13,Fashion,5,179.4,0.0,Morocco,897.0
500356,396,2024-07-16,Sports Item 6,Sports,5,34.45,0.15,Morocco,146.41
500357,58,2024-10-15,Fashion Item 16,Fashion,5,72.07,0.0,Morocco,360.35
500358,203,2024-10-28,Toys Item 4,Toys,5,60.15,0.15,Morocco,255.64
500359,491,2024-11-20,Electronics Item 38,Electronics,3,213.27,0.05,Egypt,607.82
500360,11,2024-06-17,Grocery Item 24,Grocery,3,187.55,0.1,Egypt,506.39
500361,466,2024-12-30,Grocery Item 35,Grocery,2,59.31,0.0,Morocco,118.62
500362,16,2024-10-20,Grocery Item 11,Grocery,3,95.51,0.15,Jordan,243.55
500363,533,2024-10-28,Grocery Item 8,Grocery,3,124.28,0.15,Saudi Arabia,316.91
500364,283,2024-08-30,Fashion Item 14,Fashion,5,52.74,0.2,Morocco,210.96
500365,554,2024-03-28,Toys Item 33,Toys,3,3.81,0.15,Saudi Arabia,9.72
500366,106,2024-11-26,Fashion Item 15,Fashion,1,111.49,0.0,UAE,111.49
500367,29,2024-02-25,Toys Item 27,Toys,2,324.77,0.2,UAE,519.63
500368,381,2024-08-13,Grocery Item 25,Grocery,3,46.85,0.1,UAE,126.5
500369,538,2024-02-07,Fashion Item 26,Fashion,4,105.21,0.25,Saudi Arabia,315.63
500370,321,2024-07-19,Sports Item 35,Sports,1,10.83,0.0,Egypt,10.83
500371,513,2024-04-28,Fashion Item 12,Fashion,5,124.09,0.05,Egypt,589.43
500372,435,2024-07-05,Electronics Item 18,Electronics,4,125.79,0.1,Egypt,452.84
500373,451,2024-10-28,Toys Item 34,Toys,3,94.16,0.05,Jordan,268.36
500374,440,2024-02-24,Home Item 32,Home,5,36.67,0.1,Lebanon,165.02
500375,485,2024-07-26,Grocery Item 12,Grocery,5,77.18,0.1,Egypt,347.31
500376,500,2024-02-13,Electronics Item 1,Electronics,5,76.25,0.15,Morocco,324.06
500377,539,2024-01-07,Grocery Item 11,Grocery,3,126.41,0.0,Saudi Arabia,379.23
500378,39,2024-05-02,Grocery Item 19,Grocery,3,30.25,0.0,Egypt,90.75
500379,193,2024-12-21,Electronics Item 11,Electronics,1,24.7,0.0,UAE,24.7
500380,346,2024-07-22,Fashion Item 11,Fashion,5,48.89,0.05,Jordan,232.23
500381,79,2024-07-23,Toys Item 24,Toys,5,62.02,0.15,Lebanon,263.59
500382,589,2024-08-21,Fashion Item 19,Fashion,3,89.02,0.15,Egypt,227.0
500383,576,2024-12-07,Toys Item 18,Toys,4,98.02,0.0,Saudi Arabia,392.08
500384,277,2024-01-08,Grocery Item 25,Grocery,3,104.36,0.25,Jordan,234.81
500385,357,2024-07-06,Sports Item 29,Sports,2,134.18,0.0,Egypt,268.36
500386,373,2024-07-04,Fashion Item 8,Fashion,3,71.41,0.2,Egypt,171.38
500387,148,2024-09-29,Home Item 14,Home,3,31.3,0.0,Jordan,93.9
500388,257,2024-03-30,Grocery Item 17,Grocery,2,56.43,0.15,Jordan,95.93
500389,519,2024-05-13,Electronics Item 10,Electronics,3,141.76,0.25,Saudi Arabia,318.96
500390,145,2024-12-10,Sports Item 14,Sports,5,104.61,0.2,Egypt,418.44
500391,120,2024-05-03,Grocery Item 11,Grocery,5,94.07,0.0,Egypt,470.35
500392,415,2024-04-16,Toys Item 7,Toys,5,14.05,0.0,Morocco,70.25
500393,424,2024-11-04,Home Item 29,Home,3,49.07,0.0,Morocco,147.21
500394,269,2024-08-09,Grocery Item 38,Grocery,1,17.52,0.0,Egypt,17.52
500395,424,2024-05-06,Fashion Item 30,Fashion,5,102.24,0.1,Jordan,460.08
500396,573,2024-03-11,Sports Item 6,Sports,1,81.64,0.0,Egypt,81.64
500397,72,2024-02-06,Toys Item 13,Toys,5,99.11,0.0,Morocco,495.55
500398,531,2024-01-01,Toys Item 16,Toys,1,23.48,0.0,Egypt,23.48
500399,581,2024-08-03,Home Item 6,Home,3,23.53,0.0,UAE,70.59
500400,561,2024-12-03,Grocery Item 17,Grocery,4,60.06,0.15,UAE,204.2
500401,448,2024-01-26,Fashion Item 23,Fashion,1,95.18,0.0,UAE,95.18
500402,248,2024-11-24,Fashion Item 7,Fashion,4,63.36,0.0,Morocco,253.44
500403,116,2024-02-14,Grocery Item 27,Grocery,3,22.24,0.0,Jordan,66.72
500404,332,2024-04-06,Electronics Item 7,Electronics,2,45.88,0.0,Jordan,91.76
500405,578,2024-01-19,Home Item 17,Home,3,21.86,0.15,Lebanon,55.74
500406,236,2024-08-15,Electronics Item 9,Electronics,1,11.36,0.05,Morocco,10.79
500407,324,2024-04-10,Toys Item 17,Toys,4,26.18,0.0,Egypt,104.72
500408,276,2024-04-18,Grocery Item 12,Grocery,1,11.69,0.2,Morocco,9.35
500409,171,2024-01-25,Grocery Item 20,Grocery,1,46.34,0.1,Egypt,41.71
500410,570,2024-11-03,Sports Item 9,Sports,4,70.54,0.0,UAE,282.16
500411,408,2024-03-14,Grocery Item 28,Grocery,3,73.81,0.0,Egypt,221.43
500412,284,2024-01-26,Electronics Item 25,Electronics,1,98.71,0.2,UAE,78.97
500413,485,2024-07-07,Sports Item 1,Sports,5,15.32,0.0,Lebanon,76.6
500414,565,2024-05-22,Grocery Item 23,Grocery,1,15.9,0.05,Saudi Arabia,15.1
500415,316,2024-12-06,Grocery Item 27,Grocery,5,73.6,0.15,Saudi Arabia,312.8
500416,520,2024-05-08,Electronics Item 15,Electronics,3,113.24,0.05,Egypt,322.73
500417,239,2024-11-01,Home Item 33,Home,2,25.94,0.0,Lebanon,51.88
500418,196,2024-03-18,Fashion Item 32,Fashion,5,63.66,0.1,Egypt,286.47
500419,439,2024-07-11,Toys Item 19,Toys,2,123.86,0.0,Lebanon,247.72
500420,237,2024-07-05,Electronics Item 30,Electronics,5,70.21,0.0,Lebanon,351.05
500421,187,2024-12-04,Home Item 28,Home,3,104.57,0.1,UAE,282.34
500422,355,2024-05-05,Toys Item 6,Toys,2,110.04,0.15,Egypt,187.07
500423,281,2024-09-15,Sports Item 6,Sports,5,42.34,0.0,Egypt,211.7
500424,160,2024-06-27,Fashion Item 38,Fashion,2,139.22,0.0,Morocco,278.44
500425,172,2024-05-31,Toys Item 18,Toys,3,199.54,0.1,Morocco,538.76
500426,93,2024-10-03,Grocery Item 6,Grocery,5,16.71,0.05,Egypt,79.37
500427,169,2024-07-13,Home Item 39,Home,1,53.03,0.05,Egypt,50.38
500428,534,2024-01-13,Electronics Item 10,Electronics,1,42.83,0.0,UAE,42.83
500429,468,2024-04-22,Grocery Item 21,Grocery,1,11.5,0.2,Egypt,9.2
500430,403,2024-12-18,Fashion Item 21,Fashion,1,200.74,0.1,Egypt,180.67
500431,302,2024-11-04,Toys Item 19,Toys,1,82.87,0.1,Saudi Arabia,74.58
500432,42,2024-01-18,Toys Item 24,Toys,3,26.28,0.05,UAE,74.9
500433,25,2024-10-24,Sports Item 16,Sports,2,63.23,0.0,Egypt,126.46
500434,57,2024-09-08,Sports Item 12,Sports,5,58.97,0.05,UAE,280.11
500435,557,2024-05-12,Sports Item 7,Sports,5,56.4,0.0,Egypt,282.0
500436,276,2024-07-15,Electronics Item 4,Electronics,3,55.92,0.1,UAE,150.98
500437,273,2024-12-28,Grocery Item 34,Grocery,2,19.54,0.0,Egypt,39.08
500438,125,2024-01-11,Electronics Item 18,Electronics,1,26.68,0.0,Egypt,26.68
500439,285,2024-02-05,Home Item 28,Home,1,12.69,0.25,Egypt,9.52
500440,101,2024-09-30,Fashion Item 4,Fashion,5,44.1,0.05,Egypt,209.48
500441,254,2024-09-26,Grocery Item 24,Grocery,2,167.27,0.1,UAE,301.09
500442,12,2024-11-05,Fashion Item 35,Fashion,2,27.82,0.1,Saudi Arabia,50.08
500443,310,2024-08-27,Sports Item 20,Sports,1,30.06,0.0,Egypt,30.06
500444,547,2024-06-11,Sports Item 8,Sports,2,28.1,0.05,UAE,53.39
500445,134,2024-07-10,Sports Item 1,Sports,3,8.1,0.15,Egypt,20.65
500446,62,2024-02-02,Electronics Item 38,Electronics,2,59.17,0.0,Egypt,118.34
500447,123,2024-07-24,Fashion Item 12,Fashion,1,105.09,0.0,Egypt,105.09
500448,476,2024-09-29,Home Item 1,Home,2,61.14,0.05,Lebanon,116.17
500449,102,2024-01-06,Sports Item 6,Sports,3,128.7,0.0,Morocco,386.1
500450,246,2024-03-09,Fashion Item 38,Fashion,4,35.19,0.0,Egypt,140.76
500451,472,2024-11-21,Fashion Item 7,Fashion,3,61.51,0.25,Egypt,138.4
500452,168,2024-09-25,Home Item 13,Home,5,36.67,0.2,Morocco,146.68
500453,137,2024-03-07,Sports Item 27,Sports,3,41.17,0.05,Egypt,117.33
500454,73,2024-03-19,Fashion Item 16,Fashion,4,25.2,0.15,UAE,85.68
500455,543,2024-12-29,Toys Item 39,Toys,4,166.33,0.05,Jordan,632.05
500456,515,2024-11-23,Electronics Item 38,Electronics,2,45.16,0.0,Lebanon,90.32
500457,125,2024-08-06,Sports Item 36,Sports,2,43.81,0.05,Lebanon,83.24
500458,179,2024-12-19,Home Item 39,Home,4,13.32,0.1,Egypt,47.95
500459,545,2024-12-25,Sports Item 36,Sports,2,101.75,0.0,Egypt,203.5
500460,19,2024-05-16,Fashion Item 21,Fashion,2,16.47,0.25,Lebanon,24.7
500461,315,2024-07-15,Grocery Item 21,Grocery,5,52.39,0.0,Egypt,261.95
500462,153,2024-05-29,Electronics Item 17,Electronics,3,171.7,0.05,Egypt,489.34
500463,205,2024-07-30,Home Item 22,Home,1,149.6,0.0,Saudi Arabia,149.6
500464,339,2024-08-19,Fashion Item 26,Fashion,5,66.79,0.0,UAE,333.95
500465,31,2024-02-07,Sports Item 29,Sports,4,87.47,0.0,UAE,349.88
500466,19,2024-07-05,Fashion Item 25,Fashion,3,71.1,0.25,Egypt,159.98
500467,426,2024-11-30,Home Item 30,Home,1,85.22,0.15,Jordan,72.44
500468,364,2024-07-20,Electronics Item 30,Electronics,1,88.02,0.15,UAE,74.82
500469,274,2024-09-27,Fashion Item 36,Fashion,1,154.41,0.25,Egypt,115.81
500470,583,2024-09-25,Sports Item 4,Sports,1,53.15,0.25,Saudi Arabia,39.86
500471,301,2024-09-23,Grocery Item 11,Grocery,1,79.26,0.15,Morocco,67.37
500472,466,2024-03-06,Electronics Item 6,Electronics,3,24.19,0.15,UAE,61.68
500473,579,2024-05-12,Toys Item 16,Toys,2,62.09,0.2,UAE,99.34
500474,476,2024-08-07,Grocery Item 3,Grocery,1,102.07,0.05,Saudi Arabia,96.97
500475,291,2024-07-27,Toys Item 14,Toys,2,102.34,0.0,UAE,204.68
500476,469,2024-03-27,Electronics Item 11,Electronics,1,96.69,0.0,Jordan,96.69
500477,1,2024-11-23,Electronics Item 22,Electronics,4,165.77,0.0,Saudi Arabia,663.08
500478,495,2024-12-03,Sports Item 34,Sports,3,58.58,0.0,Jordan,175.74
500479,166,2024-11-03,Home Item 6,Home,3,171.67,0.0,Morocco,515.01
500480,208,2024-01-30,Grocery Item 34,Grocery,1,85.64,0.0,UAE,85.64
500481,208,2024-08-06,Grocery Item 39,Grocery,4,50.01,0.25,Morocco,150.03
500482,182,2024-01-10,Toys Item 21,Toys,4,94.14,0.25,Jordan,282.42
500483,91,2024-07-26,Electronics Item 23,Electronics,3,57.48,0.0,Egypt,172.44
500484,360,2024-09-14,Sports Item 18,Sports,3,146.99,0.1,Saudi Arabia,396.87
500485,260,2024-06-12,Home Item 26,Home,4,160.91,0.0,Saudi Arabia,643.64
500486,35,2024-01-05,Grocery Item 36,Grocery,2,58.32,0.0,Jordan,116.64
500487,206,2024-11-15,Electronics Item 13,Electronics,5,327.78,0.0,Morocco,1638.9
500488,52,2024-11-07,Home Item 31,Home,5,87.38,0.15,Egypt,371.36
500489,134,2024-02-08,Toys Item 1,Toys,3,116.32,0.2,Egypt,279.17
500490,55,2024-02-15,Toys Item 12,Toys,4,216.29,0.0,UAE,865.16
500491,249,2024-03-09,Home Item 21,Home,1,138.74,0.0,Egypt,138.74
500492,274,2024-03-20,Fashion Item 35,Fashion,4,37.18,0.0,Jordan,148.72
500493,75,2024-10-05,Grocery Item 36,Grocery,4,186.08,0.2,Egypt,595.46
500494,304,2024-12-30,Electronics Item 15,Electronics,5,102.64,0.0,Egypt,513.2
500495,51,2024-07-26,Grocery Item 38,Grocery,3,18.23,0.0,Saudi Arabia,54.69
500496,426,2024-05-22,Sports Item 26,Sports,2,96.12,0.15,UAE,163.4
500497,138,2024-03-05,Sports Item 21,Sports,3,69.21,0.1,Saudi Arabia,186.87
500498,223,2024-11-05,Home Item 21,Home,1,26.34,0.15,Jordan,22.39
500499,103,2024-08-09,Sports Item 22,Sports,4,34.67,0.0,Saudi Arabia,138.68
500500,112,2024-04-20,Electronics Item 13,Electronics,4,3.92,0.1,Egypt,14.11
500501,577,2024-05-16,Home Item 39,Home,3,37.84,0.25,UAE,85.14
500502,527,2024-01-10,Electronics Item 24,Electronics,2,109.16,0.15,Lebanon,185.57
500503,145,2024-08-12,Home Item 22,Home,1,119.57,0.05,Jordan,113.59
500504,458,2024-10-15,Toys Item 15,Toys,3,46.32,0.15,Jordan,118.12
500505,108,2024-08-27,Grocery Item 22,Grocery,3,104.98,0.1,Lebanon,283.45
500506,128,2024-12-09,Fashion Item 12,Fashion,5,46.97,0.05,Saudi Arabia,223.11
500507,245,2024-12-07,Home Item 6,Home,2,73.33,0.0,Morocco,146.66
500508,439,2024-10-25,Grocery Item 24,Grocery,1,29.03,0.0,UAE,29.03
500509,1,2024-12-02,Toys Item 31,Toys,3,29.22,0.15,Saudi Arabia,74.51
500510,192,2024-11-08,Fashion Item 8,Fashion,1,18.73,0.0,UAE,18.73
500511,168,2024-05-12,Fashion Item 33,Fashion,5,30.12,0.15,Jordan,128.01
500512,36,2024-06-17,Toys Item 1,Toys,4,63.25,0.2,Egypt,202.4
500513,331,2024-10-29,Grocery Item 7,Grocery,3,86.04,0.25,Egypt,193.59
500514,292,2024-08-02,Toys Item 22,Toys,1,295.62,0.0,Saudi Arabia,295.62
500515,384,2024-05-27,Home Item 8,Home,3,118.01,0.15,Saudi Arabia,300.93
500516,353,2024-07-29,Sports Item 16,Sports,4,108.24,0.0,UAE,432.96
500517,127,2024-09-13,Electronics Item 22,Electronics,4,49.71,0.0,Egypt,198.84
500518,578,2024-10-01,Electronics Item 14,Electronics,3,102.17,0.05,Egypt,291.18
500519,52,2024-08-05,Home Item 32,Home,4,38.32,0.0,UAE,153.28
500520,101,2024-09-07,Fashion Item 12,Fashion,4,93.17,0.0,Morocco,372.68
500521,304,2024-03-23,Grocery Item 26,Grocery,5,88.13,0.15,Egypt,374.55
500522,283,2024-11-19,Sports Item 28,Sports,4,163.32,0.0,UAE,653.28
500523,230,2024-10-29,Fashion Item 6,Fashion,1,84.79,0.0,Saudi Arabia,84.79
500524,321,2024-10-19,Grocery Item 38,Grocery,3,261.89,0.0,UAE,785.67
500525,107,2024-07-23,Toys Item 35,Toys,2,141.75,0.0,Egypt,283.5
500526,371,2024-09-13,Sports Item 19,Sports,1,47.06,0.25,Egypt,35.3
500527,510,2024-01-24,Grocery Item 20,Grocery,3,26.25,0.05,Saudi Arabia,74.81
500528,177,2024-04-13,Grocery Item 8,Grocery,2,62.44,0.15,Egypt,106.15
500529,112,2024-01-11,Fashion Item 14,Fashion,2,34.21,0.1,Saudi Arabia,61.58
500530,434,2024-01-13,Sports Item 31,Sports,5,35.37,0.25,Egypt,132.64
500531,384,2024-10-17,Home Item 9,Home,3,41.35,0.0,Egypt,124.05
500532,547,2024-07-20,Home Item 1,Home,2,34.42,0.1,UAE,61.96
500533,336,2024-01-24,Toys Item 17,Toys,3,10.33,0.0,Jordan,30.99
500534,234,2024-07-16,Sports Item 7,Sports,4,91.73,0.05,UAE,348.57
500535,325,2024-10-06,Fashion Item 26,Fashion,2,64.28,0.0,UAE,128.56
500536,454,2024-11-04,Grocery Item 27,Grocery,4,25.41,0.0,Morocco,101.64
500537,282,2024-12-01,Grocery Item 25,Grocery,3,40.8,0.0,UAE,122.4
500538,307,2024-03-13,Electronics Item 19,Electronics,4,18.71,0.0,Jordan,74.84
500539,89,2024-07-01,Electronics Item 39,Electronics,5,70.32,0.0,UAE,351.6
500540,518,2024-09-13,Sports Item 1,Sports,2,14.66,0.0,Morocco,29.32
500541,233,2024-12-05,Sports Item 6,Sports,1,65.94,0.0,Egypt,65.94
500542,549,2024-08-10,Home Item 32,Home,5,45.78,0.0,UAE,228.9
500543,159,2024-07-23,Electronics Item 27,Electronics,1,54.24,0.0,Egypt,54.24
500544,193,2024-11-18,Home Item 23,Home,3,61.96,0.0,Egypt,185.88
500545,171,2024-07-01,Sports Item 24,Sports,3,121.61,0.0,Jordan,364.83
500546,280,2024-12-05,Home Item 34,Home,1,52.45,0.1,Jordan,47.21
500547,576,2024-03-06,Grocery Item 17,Grocery,3,45.38,0.0,Saudi Arabia,136.14
500548,389,2024-02-12,Home Item 14,Home,1,97.77,0.2,Egypt,78.22
500549,538,2024-03-07,Fashion Item 36,Fashion,1,128.21,0.0,Egypt,128.21
500550,26,2024-05-01,Grocery Item 23,Grocery,4,66.27,0.15,Jordan,225.32
500551,505,2024-01-19,Home Item 36,Home,4,57.68,0.05,UAE,219.18
500552,229,2024-03-05,Sports Item 15,Sports,2,121.7,0.0,Egypt,243.4
500553,540,2024-02-01,Toys Item 37,Toys,5,58.75,0.15,Egypt,249.69
500554,39,2024-08-25,Grocery Item 14,Grocery,5,127.17,0.0,Egypt,635.85
500555,559,2024-05-09,Grocery Item 10,Grocery,5,11.66,0.25,UAE,43.72
500556,131,2024-09-15,Grocery Item 4,Grocery,3,76.01,0.05,Jordan,216.63
500557,256,2024-05-26,Electronics Item 1,Electronics,3,76.93,0.0,Egypt,230.79
500558,156,2024-07-27,Grocery Item 38,Grocery,2,98.99,0.05,Egypt,188.08
500559,556,2024-08-11,Electronics Item 12,Electronics,2,57.04,0.0,Morocco,114.08
500560,461,2024-12-19,Toys Item 22,Toys,2,69.86,0.1,Egypt,125.75
500561,298,2024-10-14,Electronics Item 27,Electronics,4,29.48,0.05,Egypt,112.02
500562,594,2024-09-19,Home Item 18,Home,3,55.13,0.0,UAE,165.39
500563,206,2024-10-09,Electronics Item 6,Electronics,3,40.85,0.0,UAE,122.55
500564,322,2024-12-11,Fashion Item 16,Fashion,4,166.36,0.05,Egypt,632.17
500565,579,2024-03-15,Sports Item 8,Sports,2,89.73,0.0,Egypt,179.46
500566,493,2024-01-07,Home Item 14,Home,4,166.07,0.0,Egypt,664.28
500567,451,2024-05-16,Grocery Item 19,Grocery,4,114.9,0.0,Egypt,459.6
500568,201,2024-09-24,Sports Item 27,Sports,3,20.22,0.0,UAE,60.66
500569,131,2024-12-12,Electronics Item 8,Electronics,2,102.23,0.25,UAE,153.34
500570,123,2024-11-24,Fashion Item 21,Fashion,4,79.07,0.0,Egypt,316.28
500571,303,2024-06-03,Grocery Item 34,Grocery,2,41.72,0.05,UAE,79.27
500572,560,2024-01-17,Electronics Item 25,Electronics,5,83.38,0.25,Saudi Arabia,312.67
500573,322,2024-07-17,Electronics Item 10,Electronics,1,23.55,0.0,Egypt,23.55
500574,2,2024-10-27,Sports Item 32,Sports,1,75.45,0.1,Morocco,67.9
500575,69,2024-02-26,Fashion Item 7,Fashion,1,97.91,0.0,Morocco,97.91
500576,506,2024-03-27,Fashion Item 31,Fashion,2,110.78,0.0,Saudi Arabia,221.56
500577,68,2024-07-05,Toys Item 22,Toys,1,47.56,0.25,Saudi Arabia,35.67
500578,56,2024-08-22,Grocery Item 2,Grocery,5,56.57,0.1,Jordan,254.57
500579,99,2024-11-10,Sports Item 27,Sports,4,86.52,0.0,UAE,346.08
500580,470,2024-01-27,Sports Item 2,Sports,5,47.68,0.25,Morocco,178.8
500581,335,2024-01-26,Sports Item 7,Sports,3,25.75,0.15,Egypt,65.66
500582,286,2024-04-09,Grocery Item 37,Grocery,5,79.15,0.25,Egypt,296.81
500583,123,2024-05-12,Sports Item 18,Sports,4,39.6,0.1,Jordan,142.56
500584,39,2024-02-04,Home Item 22,Home,4,11.76,0.0,Saudi Arabia,47.04
500585,311,2024-10-13,Home Item 14,Home,3,146.05,0.1,UAE,394.34
500586,180,2024-07-14,Grocery Item 7,Grocery,1,68.53,0.0,Jordan,68.53
500587,47,2024-12-15,Toys Item 23,Toys,2,64.17,0.2,Egypt,102.67
500588,59,2024-04-25,Grocery Item 36,Grocery,1,105.83,0.25,Morocco,79.37
500589,504,2024-08-28,Toys Item 35,Toys,5,54.41,0.0,Egypt,272.05
500590,466,2024-12-12,Toys Item 27,Toys,4,10.24,0.0,Morocco,40.96
500591,369,2024-08-30,Fashion Item 9,Fashion,5,51.28,0.2,UAE,205.12
500592,268,2024-08-13,Fashion Item 9,Fashion,1,35.18,0.25,Egypt,26.38
500593,151,2024-01-08,Fashion Item 33,Fashion,5,235.95,0.1,Egypt,1061.78
500594,483,2024-07-15,Fashion Item 38,Fashion,4,21.51,0.0,Jordan,86.04
500595,583,2024-08-13,Fashion Item 36,Fashion,3,45.64,0.0,Saudi Arabia,136.92
500596,477,2024-12-25,Home Item 16,Home,4,8.93,0.25,Egypt,26.79
500597,192,2024-05-31,Sports Item 7,Sports,5,90.84,0.2,UAE,363.36
500598,452,2024-12-15,Fashion Item 12,Fashion,3,57.53,0.0,UAE,172.59
500599,322,2024-11-02,Home Item 8,Home,2,97.99,0.15,Egypt,166.58
500600,170,2024-01-07,Fashion Item 1,Fashion,5,65.75,0.05,Jordan,312.31
500601,171,2024-08-21,Toys Item 18,Toys,2,405.06,0.0,Egypt,810.12
500602,444,2024-11-25,Home Item 6,Home,2,64.89,0.25,Jordan,97.34
500603,587,2024-11-26,Fashion Item 33,Fashion,1,35.46,0.15,UAE,30.14
500604,49,2024-10-29,Toys Item 39,Toys,1,106.29,0.0,Jordan,106.29
500605,73,2024-06-18,Sports Item 25,Sports,3,144.96,0.0,UAE,434.88
500606,138,2024-06-19,Grocery Item 1,Grocery,3,46.15,0.15,Saudi Arabia,117.68
500607,366,2024-01-30,Toys Item 36,Toys,1,127.75,0.15,UAE,108.59
500608,259,2024-02-05,Toys Item 21,Toys,5,45.11,0.2,Egypt,180.44
500609,300,2024-01-02,Grocery Item 7,Grocery,4,65.91,0.15,Egypt,224.09
500610,78,2024-03-12,Grocery Item 38,Grocery,1,55.92,0.2,UAE,44.74
500611,401,2024-08-08,Fashion Item 34,Fashion,2,37.84,0.0,Jordan,75.68
500612,566,2024-07-01,Fashion Item 20,Fashion,1,52.01,0.1,Egypt,46.81
500613,529,2024-10-28,Fashion Item 8,Fashion,2,54.47,0.0,Morocco,108.94
500614,142,2024-03-14,Grocery Item 30,Grocery,1,33.3,0.1,Egypt,29.97
500615,261,2024-03-24,Toys Item 38,Toys,5,11.61,0.25,Lebanon,43.54
500616,247,2024-01-21,Sports Item 4,Sports,5,30.02,0.05,Egypt,142.6
500617,40,2024-12-05,Grocery Item 36,Grocery,5,19.62,0.0,Egypt,98.1
500618,145,2024-08-10,Grocery Item 18,Grocery,3,14.77,0.0,Egypt,44.31
500619,497,2024-11-13,Home Item 28,Home,2,141.78,0.0,Jordan,283.56
500620,505,2024-11-18,Grocery Item 18,Grocery,3,25.57,0.0,Egypt,76.71
500621,11,2024-11-23,Sports Item 4,Sports,3,19.44,0.25,Jordan,43.74
500622,177,2024-04-18,Grocery Item 14,Grocery,2,129.94,0.0,Jordan,259.88
500623,523,2024-03-28,Home Item 10,Home,3,28.92,0.05,Saudi Arabia,82.42
500624,406,2024-09-28,Toys Item 21,Toys,5,97.77,0.2,Lebanon,391.08
500625,574,2024-08-26,Fashion Item 5,Fashion,5,42.92,0.25,Egypt,160.95
500626,579,2024-03-12,Electronics Item 24,Electronics,5,59.7,0.15,UAE,253.72
500627,385,2024-01-09,Fashion Item 12,Fashion,4,15.84,0.15,Jordan,53.86
500628,129,2024-12-11,Grocery Item 39,Grocery,2,41.36,0.2,Egypt,66.18
500629,142,2024-12-27,Electronics Item 20,Electronics,1,25.79,0.1,Jordan,23.21
500630,142,2024-10-21,Fashion Item 8,Fashion,2,122.34,0.0,Egypt,244.68
500631,578,2024-02-21,Sports Item 5,Sports,1,72.58,0.0,Egypt,72.58
