subscription_id,user_id,plan,monthly_fee,signup_date,cancel_date,country,referral_source,autopay
8398,69,Premium,14.99,2024-06-11,,Saudi Arabia,Social Media,True
8399,50,Basic,4.99,2024-03-02,,UAE,Organic,False
8400,79,Basic,4.99,2024-07-26,,Morocco,Social Media,True
8401,2,Standard,9.99,2024-06-28,,UAE,Organic,True
8402,207,Premium,14.99,2024-09-20,,Egypt,Social Media,True
8403,296,Standard,9.99,2024-05-29,,Saudi Arabia,Partner,False
8404,196,Basic,4.99,2024-09-27,,UAE,Partner,False
8405,226,Standard,9.99,2023-11-01,,Jordan,Organic,True
8406,18,Standard,9.99,2023-09-22,,Egypt,Organic,True
8407,201,Standard,9.99,2024-10-06,,Saudi Arabia,Social Media,False
8408,158,Basic,4.99,2023-11-05,,Jordan,Referral,True
8409,333,Standard,9.99,2023-09-21,2023-09-24,Morocco,Social Media,True
8410,142,Standard,9.99,2023-07-27,,Jordan,Partner,True
8411,151,Basic,4.99,2024-05-15,,Saudi Arabia,Ad Campaign,False
8412,184,Basic,4.99,2023-12-05,,Saudi Arabia,Ad Campaign,True
8413,284,Standard,9.99,2023-10-12,,Morocco,Referral,False
8414,41,Premium,14.99,2023-09-12,,UAE,Referral,True
8415,275,Standard,9.99,2024-01-31,,Egypt,Social Media,False
8416,274,Standard,9.99,2023-06-09,,Lebanon,Social Media,True
8417,254,Basic,4.99,2024-07-17,2024-08-07,Egypt,Organic,True
8418,270,Premium,14.99,2024-10-03,,Saudi Arabia,Partner,True
8419,334,Standard,9.99,2023-12-04,,Egypt,Partner,True
8420,135,Basic,4.99,2024-06-02,,UAE,Organic,True
8421,348,Premium,14.99,2024-09-29,,Jordan,Referral,True
8422,13,Basic,4.99,2024-03-25,2024-05-19,UAE,Organic,False
8423,321,Basic,4.99,2024-07-04,2024-08-05,Morocco,Referral,True
8424,302,Basic,4.99,2023-10-10,2023-12-04,UAE,Organic,False
8425,151,Basic,4.99,2023-06-03,2023-06-05,Egypt,Organic,False
8426,222,Standard,9.99,2024-02-11,2024-04-04,UAE,Social Media,True
8427,297,Standard,9.99,2024-05-27,,Jordan,Ad Campaign,True
8428,333,Standard,9.99,2024-01-04,,Lebanon,Organic,True
8429,294,Premium,14.99,2023-07-22,2024-02-16,Morocco,Ad Campaign,True
8430,283,Standard,9.99,2024-02-03,,Morocco,Organic,False
8431,21,Standard,9.99,2024-01-21,,Morocco,Social Media,True
8432,327,Standard,9.99,2024-08-19,2024-10-06,Jordan,Organic,False
8433,297,Standard,9.99,2023-11-04,2024-04-18,Lebanon,Organic,True
8434,311,Standard,9.99,2024-08-15,2024-09-24,Lebanon,Organic,True
8435,69,Basic,4.99,2023-12-19,,Morocco,Organic,True
8436,55,Basic,4.99,2023-06-22,,Jordan,Organic,True
8437,175,Standard,9.99,2023-12-29,2024-07-11,Lebanon,Referral,True
8438,250,Basic,4.99,2023-08-01,,Lebanon,Referral,False
8439,319,Standard,9.99,2023-11-19,2024-02-26,Morocco,Partner,True
8440,270,Basic,4.99,2024-03-08,2024-03-08,Morocco,Referral,False
8441,153,Basic,4.99,2023-12-12,,Egypt,Social Media,True
8442,258,Premium,14.99,2024-05-09,,Egypt,Organic,False
8443,180,Standard,9.99,2024-06-16,,Egypt,Social Media,True
8444,90,Standard,9.99,2024-08-01,2024-09-20,Egypt,Referral,False
8445,320,Standard,9.99,2024-06-27,2024-12-28,UAE,Organic,True
8446,2,Standard,9.99,2024-03-30,,UAE,Partner,False
8447,17,Basic,4.99,2024-01-19,2024-02-11,Saudi Arabia,Organic,False
8448,249,Basic,4.99,2023-12-02,,Jordan,Ad Campaign,True
8449,252,Basic,4.99,2024-09-20,2024-09-24,Saudi Arabia,Social Media,True
