order_id,order_date,customer_id,product,category,quantity,price,discount,region,revenue
10325,2024-08-20,165,Water Bottle,Sports,1,31.68,0.0,Cairo,31.68
10326,2024-08-08,73,Monitor,Electronics,1,249.37,0.1,Mansoura,224.43
10327,2024-10-13,39,Headphones,Electronics,1,221.55,0.0,Mansoura,221.55
10328,2024-12-16,77,Jeans,Clothing,1,44.05,0.0,Cairo,44.05
10329,2024-07-19,56,Headphones,Electronics,1,332.16,0.0,Alexandria,332.16
10330,2024-06-18,72,Laptop,Electronics,2,421.01,0.1,Cairo,757.82
10331,2024-11-24,76,T-Shirt,Clothing,1,27.91,0.0,Mansoura,27.91
10332,2024-05-09,107,Monitor,Electronics,3,345.1,0.0,Cairo,1035.3
10333,2024-10-09,137,Yoga Mat,Sports,2,56.26,0.0,Mansoura,112.52
10334,2024-06-12,31,Monitor,Electronics,1,421.97,0.0,Cairo,421.97
10335,2024-11-15,79,Toaster,Home & Kitchen,4,37.9,0.0,Cairo,151.6
10336,2024-01-06,26,Monitor,Electronics,1,212.25,0.0,Mansoura,212.25
10337,2024-03-17,186,Laptop,Electronics,1,329.92,0.0,Cairo,329.92
10338,2024-08-07,70,Water Bottle,Sports,1,90.32,0.0,Giza,90.32
10339,2024-08-17,80,Laptop,Electronics,3,257.1,0.1,Giza,694.17
10340,2024-11-05,133,Cookbook,Books,3,15.8,0.0,Mansoura,47.4
10341,2024-11-18,35,USB-C Hub,Electronics,1,226.68,0.1,Aswan,204.01
10342,2024-11-20,86,Dumbbells,Sports,2,49.42,0.0,Cairo,98.84
10343,2024-08-06,174,Lipstick,Beauty,1,22.7,0.0,Mansoura,22.7
10344,2024-11-21,184,Wireless Mouse,Electronics,1,281.68,0.15,Mansoura,239.43
10345,2024-03-23,52,Perfume,Beauty,3,22.24,0.2,Cairo,53.38
10346,2024-04-26,69,Bicycle Helmet,Sports,3,56.04,0.1,Mansoura,151.31
10347,2024-09-02,145,Bicycle Helmet,Sports,1,46.74,0.0,Giza,46.74
10348,2024-11-25,50,Cap,Clothing,1,10.92,0.0,Giza,10.92
10349,2024-03-11,67,Jeans,Clothing,1,43.02,0.0,Cairo,43.02
10350,2024-10-26,105,Headphones,Electronics,2,299.1,0.05,Cairo,568.29
10351,2024-07-17,38,Laptop,Electronics,1,156.74,0.0,Cairo,156.74
10352,2024-10-17,147,Monitor,Electronics,1,256.72,0.0,Alexandria,256.72
10353,2024-04-10,134,Running Shoes,Sports,1,40.46,0.0,Cairo,40.46
10354,2024-11-02,74,Jeans,Clothing,1,26.21,0.0,Giza,26.21
10355,2024-04-17,131,Laptop,Electronics,4,223.29,0.0,Cairo,893.16
10356,2024-11-04,120,Sneakers,Clothing,1,28.0,0.1,Cairo,25.2
10357,2024-07-23,158,Wireless Mouse,Electronics,1,239.15,0.1,Cairo,215.24
10358,2024-02-24,125,USB-C Hub,Electronics,1,137.76,0.05,Alexandria,130.87
10359,2024-11-15,34,Jeans,Clothing,1,38.56,0.0,Cairo,38.56
10360,2024-12-05,196,Cutlery Set,Home & Kitchen,2,41.34,0.0,Cairo,82.68
10361,2024-07-23,125,Bicycle Helmet,Sports,2,52.86,0.05,Cairo,100.43
10362,2024-06-06,196,Perfume,Beauty,2,17.53,0.0,Giza,35.06
10363,2024-07-05,50,Wireless Mouse,Electronics,2,242.18,0.15,Giza,411.71
10364,2024-07-09,157,USB-C Hub,Electronics,1,362.01,0.0,Giza,362.01
10365,2024-11-22,7,Frying Pan,Home & Kitchen,1,52.63,0.1,Cairo,47.37
10366,2024-02-08,41,Sneakers,Clothing,1,32.55,0.0,Giza,32.55
10367,2024-11-21,119,Monitor,Electronics,1,405.15,0.1,Cairo,364.64
10368,2024-08-19,76,Jeans,Clothing,1,45.81,0.0,Giza,45.81
10369,2024-10-06,141,Frying Pan,Home & Kitchen,1,49.12,0.0,Mansoura,49.12
10370,2024-11-10,25,Yoga Mat,Sports,2,68.41,0.1,Cairo,123.14
10371,2024-11-14,47,Sneakers,Clothing,1,31.55,0.05,Alexandria,29.97
10372,2024-05-13,176,Jeans,Clothing,2,39.17,0.05,Cairo,74.42
10373,2024-09-06,29,Monitor,Electronics,1,271.46,0.0,Giza,271.46
10374,2024-04-20,112,Headphones,Electronics,1,302.02,0.0,Cairo,302.02
10375,2024-03-08,90,Monitor,Electronics,1,263.72,0.0,Cairo,263.72
10376,2024-09-12,48,Headphones,Electronics,1,297.92,0.0,Cairo,297.92
10377,2024-06-25,155,USB-C Hub,Electronics,1,313.1,0.0,Alexandria,313.1
10378,2024-02-13,72,Face Cream,Beauty,1,14.26,0.1,Alexandria,12.83
10379,2024-12-11,46,Bicycle Helmet,Sports,1,49.81,0.0,Alexandria,49.81
10380,2024-06-02,129,Sunscreen,Beauty,1,27.39,0.0,Cairo,27.39
10381,2024-12-07,64,Yoga Mat,Sports,1,21.26,0.0,Alexandria,21.26
10382,2024-06-03,72,Toaster,Home & Kitchen,1,46.54,0.0,Mansoura,46.54
10383,2024-11-04,179,Blender,Home & Kitchen,1,47.01,0.15,Mansoura,39.96
10384,2024-07-01,84,Headphones,Electronics,2,410.56,0.0,Giza,821.12
10385,2024-06-01,121,Sneakers,Clothing,1,37.76,0.0,Alexandria,37.76
10386,2024-11-11,66,Monitor,Electronics,2,305.27,0.0,Alexandria,610.54
10387,2024-02-03,99,Cutlery Set,Home & Kitchen,1,32.02,0.0,Mansoura,32.02
10388,2024-10-02,176,Cutlery Set,Home & Kitchen,2,65.61,0.0,Giza,131.22
10389,2024-11-08,52,Wireless Mouse,Electronics,1,299.18,0.0,Alexandria,299.18
10390,2024-05-20,103,Jeans,Clothing,1,44.4,0.0,Giza,44.4
10391,2024-05-10,5,Bicycle Helmet,Sports,1,58.61,0.1,Giza,52.75
10392,2024-11-13,51,USB-C Hub,Electronics,1,290.11,0.0,Cairo,290.11
10393,2024-05-14,136,Wireless Mouse,Electronics,1,320.97,0.0,Giza,320.97
10394,2024-12-03,82,Water Bottle,Sports,1,27.37,0.0,Cairo,27.37
10395,2024-06-20,194,Laptop,Electronics,1,188.44,0.0,Mansoura,188.44
10396,2024-04-11,142,Monitor,Electronics,1,227.76,0.0,Aswan,227.76
10397,2024-02-09,100,Laptop,Electronics,1,254.88,0.1,Alexandria,229.39
10398,2024-02-18,110,Water Bottle,Sports,2,30.48,0.15,Cairo,51.82
10399,2024-06-12,25,Wireless Mouse,Electronics,2,308.46,0.0,Mansoura,616.92
10400,2024-11-10,115,Lipstick,Beauty,1,16.81,0.0,Giza,16.81
10401,2024-05-25,163,Cookbook,Books,2,17.83,0.0,Alexandria,35.66
10402,2024-03-24,39,Sneakers,Clothing,1,36.37,0.05,Cairo,34.55
10403,2024-08-06,164,Blender,Home & Kitchen,2,58.74,0.1,Aswan,105.73
10404,2024-04-19,195,Monitor,Electronics,1,344.29,0.0,Giza,344.29
10405,2024-07-27,129,Dumbbells,Sports,1,24.5,0.0,Alexandria,24.5
10406,2024-06-24,112,Running Shoes,Sports,1,59.82,0.05,Cairo,56.83
10407,2024-04-18,23,Lipstick,Beauty,1,16.48,0.0,Cairo,16.48
10408,2024-09-21,32,Monitor,Electronics,2,227.71,0.0,Aswan,455.42
10409,2024-11-02,167,Toaster,Home & Kitchen,2,73.77,0.0,Mansoura,147.54
10410,2024-06-01,108,Laptop,Electronics,1,273.27,0.0,Cairo,273.27
10411,2024-04-26,44,Headphones,Electronics,4,303.42,0.0,Cairo,1213.68
10412,2024-05-01,29,Sneakers,Clothing,1,22.56,0.0,Alexandria,22.56
10413,2024-12-29,170,Cap,Clothing,1,44.67,0.0,Cairo,44.67
10414,2024-05-30,104,Water Bottle,Sports,2,37.27,0.0,Cairo,74.54
10415,2024-10-04,112,Cutlery Set,Home & Kitchen,1,55.27,0.1,Cairo,49.74
10416,2024-05-04,138,Textbook,Books,2,7.03,0.1,Cairo,12.65
10417,2024-09-30,66,Cookbook,Books,2,12.15,0.0,Alexandria,24.3
10418,2024-03-21,19,Dumbbells,Sports,3,34.58,0.0,Alexandria,103.74
10419,2024-07-23,28,Water Bottle,Sports,2,41.36,0.05,Cairo,78.58
10420,2024-06-28,111,Headphones,Electronics,1,256.8,0.0,Cairo,256.8
10421,2024-02-19,146,Monitor,Electronics,1,261.09,0.2,Cairo,208.87
10422,2024-02-13,200,Wireless Mouse,Electronics,1,192.79,0.05,Mansoura,183.15
10423,2024-07-28,189,Wireless Mouse,Electronics,1,321.91,0.0,Giza,321.91
10424,2024-11-06,9,Toaster,Home & Kitchen,2,59.64,0.0,Alexandria,119.28
10425,2024-03-01,66,Yoga Mat,Sports,2,67.55,0.05,Aswan,128.34
10426,2024-11-15,34,Bicycle Helmet,Sports,2,50.86,0.0,Cairo,101.72
10427,2024-03-04,184,Wireless Mouse,Electronics,1,215.19,0.0,Giza,215.19
10428,2024-08-23,26,T-Shirt,Clothing,1,28.89,0.05,Cairo,27.45
10429,2024-07-20,154,T-Shirt,Clothing,3,39.99,0.05,Alexandria,113.97
10430,2024-09-21,76,Jeans,Clothing,1,40.12,0.0,Giza,40.12
10431,2024-05-16,11,Biography,Books,1,12.2,0.1,Alexandria,10.98
10432,2024-06-15,102,Dumbbells,Sports,2,16.44,0.0,Cairo,32.88
10433,2024-03-06,112,Yoga Mat,Sports,1,23.96,0.0,Cairo,23.96
10434,2024-04-10,103,Blender,Home & Kitchen,2,59.02,0.0,Mansoura,118.04
10435,2024-12-08,72,Monitor,Electronics,1,368.84,0.15,Aswan,313.51
10436,2024-05-02,199,Blender,Home & Kitchen,3,72.84,0.0,Giza,218.52
10437,2024-12-16,48,Face Cream,Beauty,2,26.57,0.0,Alexandria,53.14
10438,2024-10-30,25,Bicycle Helmet,Sports,4,35.33,0.0,Cairo,141.32
10439,2024-11-01,22,Water Bottle,Sports,4,40.8,0.0,Aswan,163.2
10440,2024-03-21,41,Frying Pan,Home & Kitchen,2,82.47,0.0,Alexandria,164.94
10441,2024-06-03,40,Lipstick,Beauty,1,17.52,0.0,Alexandria,17.52
10442,2024-06-08,56,Cookbook,Books,2,10.21,0.2,Alexandria,16.34
10443,2024-09-18,9,Jeans,Clothing,2,31.96,0.0,Mansoura,63.92
10444,2024-07-25,98,Blender,Home & Kitchen,1,33.63,0.0,Aswan,33.63
10445,2024-09-16,93,Cookbook,Books,1,17.5,0.0,Aswan,17.5
10446,2024-07-25,16,Monitor,Electronics,2,278.3,0.0,Cairo,556.6
10447,2024-05-25,199,Jacket,Clothing,2,35.85,0.0,Cairo,71.7
10448,2024-02-14,79,Lipstick,Beauty,3,23.05,0.05,Cairo,65.69
10449,2024-10-15,75,Toaster,Home & Kitchen,1,43.0,0.0,Aswan,43.0
10450,2024-06-22,98,Textbook,Books,1,10.69,0.2,Giza,8.55
10451,2024-01-30,190,Blender,Home & Kitchen,1,93.07,0.0,Alexandria,93.07
10452,2024-04-17,196,Comic,Books,1,16.88,0.0,Giza,16.88
10453,2024-11-17,199,Dumbbells,Sports,4,36.35,0.05,Giza,138.13
10454,2024-02-20,42,Headphones,Electronics,2,239.6,0.0,Cairo,479.2
10455,2024-11-27,46,Laptop,Electronics,1,332.59,0.15,Aswan,282.7
10456,2024-08-20,64,Water Bottle,Sports,1,55.34,0.0,Cairo,55.34
10457,2024-11-19,37,T-Shirt,Clothing,1,33.76,0.1,Giza,30.38
10458,2024-09-02,114,Toaster,Home & Kitchen,1,59.67,0.0,Giza,59.67
10459,2024-01-14,140,Laptop,Electronics,3,190.2,0.0,Cairo,570.6
10460,2024-08-24,109,Biography,Books,1,14.42,0.0,Cairo,14.42
10461,2024-04-17,2,Frying Pan,Home & Kitchen,1,51.95,0.0,Alexandria,51.95
10462,2024-10-26,60,USB-C Hub,Electronics,2,379.22,0.15,Giza,644.67
10463,2024-03-21,117,Yoga Mat,Sports,3,46.1,0.0,Mansoura,138.3
10464,2024-12-29,91,Wireless Mouse,Electronics,1,320.14,0.0,Giza,320.14
10465,2024-04-10,177,Lipstick,Beauty,1,17.79,0.05,Giza,16.9
10466,2024-06-06,12,Jacket,Clothing,1,26.71,0.2,Aswan,21.37
10467,2024-08-24,71,Wireless Mouse,Electronics,1,401.6,0.15,Giza,341.36
10468,2024-08-11,50,Bicycle Helmet,Sports,1,61.03,0.0,Alexandria,61.03
10469,2024-02-14,166,Headphones,Electronics,1,365.59,0.05,Mansoura,347.31
10470,2024-09-27,5,Jeans,Clothing,1,55.17,0.05,Alexandria,52.41
10471,2024-09-01,96,Cutlery Set,Home & Kitchen,1,60.18,0.0,Mansoura,60.18
10472,2024-11-04,69,Water Bottle,Sports,3,44.58,0.0,Cairo,133.74
10473,2024-09-28,136,USB-C Hub,Electronics,2,323.66,0.1,Cairo,582.59
10474,2024-06-07,23,Monitor,Electronics,1,90.72,0.1,Cairo,81.65
10475,2024-07-05,5,USB-C Hub,Electronics,1,276.49,0.15,Aswan,235.02
10476,2024-12-26,77,Face Cream,Beauty,3,24.38,0.15,Giza,62.17
10477,2024-06-23,143,Jacket,Clothing,1,32.98,0.1,Aswan,29.68
10478,2024-02-04,104,Perfume,Beauty,1,14.79,0.0,Cairo,14.79
10479,2024-04-25,127,Monitor,Electronics,3,323.97,0.0,Giza,971.91
10480,2024-06-11,17,Coffee Maker,Home & Kitchen,2,67.38,0.15,Cairo,114.55
10481,2024-09-09,19,Laptop,Electronics,2,149.92,0.0,Giza,299.84
10482,2024-12-17,55,Jacket,Clothing,1,23.09,0.2,Alexandria,18.47
10483,2024-11-05,26,Frying Pan,Home & Kitchen,2,51.84,0.0,Mansoura,103.68
10484,2024-02-01,142,USB-C Hub,Electronics,1,226.95,0.0,Cairo,226.95
10485,2024-06-02,69,Wireless Mouse,Electronics,1,177.67,0.0,Cairo,177.67
10486,2024-06-11,13,Monitor,Electronics,1,73.23,0.0,Alexandria,73.23
10487,2024-05-10,49,Frying Pan,Home & Kitchen,1,43.61,0.0,Alexandria,43.61
10488,2024-03-07,117,Cap,Clothing,1,39.85,0.05,Giza,37.86
10489,2024-01-20,20,Comic,Books,4,14.32,0.0,Cairo,57.28
10490,2024-08-04,182,Yoga Mat,Sports,1,67.57,0.2,Aswan,54.06
10491,2024-12-10,145,Sunscreen,Beauty,1,12.17,0.05,Mansoura,11.56
10492,2024-08-12,63,Wireless Mouse,Electronics,1,252.3,0.1,Giza,227.07
10493,2024-05-24,174,Cap,Clothing,1,36.47,0.1,Mansoura,32.82
10494,2024-07-23,123,Laptop,Electronics,1,86.85,0.0,Aswan,86.85
10495,2024-04-13,10,Cutlery Set,Home & Kitchen,1,40.0,0.2,Cairo,32.0
10496,2024-10-28,20,Cap,Clothing,2,29.15,0.0,Mansoura,58.3
10497,2024-03-09,26,Yoga Mat,Sports,1,34.47,0.0,Mansoura,34.47
10498,2024-07-16,98,Laptop,Electronics,2,358.59,0.0,Giza,717.18
10499,2024-03-25,85,Textbook,Books,1,18.04,0.0,Giza,18.04
10500,2024-05-22,170,Cap,Clothing,1,41.49,0.0,Mansoura,41.49
10501,2024-08-14,168,Cap,Clothing,2,29.0,0.1,Cairo,52.2
10502,2024-04-13,84,Coffee Maker,Home & Kitchen,2,57.99,0.0,Cairo,115.98
10503,2024-09-03,113,Coffee Maker,Home & Kitchen,1,61.94,0.0,Cairo,61.94
10504,2024-07-20,182,Monitor,Electronics,1,308.36,0.15,Aswan,262.11
10505,2024-09-13,137,Textbook,Books,1,15.6,0.05,Alexandria,14.82
10506,2024-10-06,46,Headphones,Electronics,1,175.23,0.0,Giza,175.23
10507,2024-03-07,138,Perfume,Beauty,1,12.55,0.2,Cairo,10.04
10508,2024-08-01,23,Yoga Mat,Sports,1,51.94,0.0,Cairo,51.94
10509,2024-08-18,12,Frying Pan,Home & Kitchen,1,62.12,0.05,Cairo,59.01
10510,2024-11-10,170,T-Shirt,Clothing,1,33.65,0.2,Alexandria,26.92
10511,2024-12-17,57,Blender,Home & Kitchen,1,44.18,0.0,Giza,44.18
10512,2024-05-25,45,Cutlery Set,Home & Kitchen,2,74.59,0.0,Alexandria,149.18
10513,2024-11-08,194,USB-C Hub,Electronics,2,194.86,0.1,Alexandria,350.75
10514,2024-11-23,144,Jeans,Clothing,1,20.6,0.0,Cairo,20.6
10515,2024-12-16,169,Jeans,Clothing,1,43.03,0.0,Cairo,43.03
10516,2024-02-16,152,Cookbook,Books,2,15.86,0.05,Giza,30.13
10517,2024-04-21,127,Frying Pan,Home & Kitchen,2,68.72,0.05,Cairo,130.57
10518,2024-11-14,175,Cutlery Set,Home & Kitchen,2,63.06,0.0,Aswan,126.12
10519,2024-01-18,141,Jacket,Clothing,1,19.01,0.0,Mansoura,19.01
10520,2024-09-06,100,Headphones,Electronics,1,128.7,0.05,Giza,122.26
10521,2024-01-26,166,Comic,Books,1,14.01,0.0,Alexandria,14.01
10522,2024-10-09,35,Water Bottle,Sports,1,40.51,0.0,Alexandria,40.51
10523,2024-05-16,140,Coffee Maker,Home & Kitchen,2,56.56,0.0,Aswan,113.12
10524,2024-02-06,62,Headphones,Electronics,1,253.37,0.0,Giza,253.37
10525,2024-05-04,48,Dumbbells,Sports,1,53.32,0.0,Cairo,53.32
10526,2024-05-05,8,Cutlery Set,Home & Kitchen,2,80.65,0.0,Mansoura,161.3
10527,2024-05-02,125,Blender,Home & Kitchen,1,76.09,0.0,Mansoura,76.09
10528,2024-07-30,24,T-Shirt,Clothing,1,54.91,0.0,Giza,54.91
10529,2024-02-19,35,Biography,Books,1,7.45,0.0,Mansoura,7.45
10530,2024-07-24,5,Headphones,Electronics,1,354.06,0.0,Cairo,354.06
10531,2024-05-26,9,Blender,Home & Kitchen,1,34.39,0.05,Alexandria,32.67
10532,2024-10-12,140,Running Shoes,Sports,1,42.13,0.0,Giza,42.13
10533,2024-07-17,157,Sunscreen,Beauty,1,18.06,0.0,Alexandria,18.06
10534,2024-03-22,32,T-Shirt,Clothing,1,43.28,0.0,Mansoura,43.28
10535,2024-12-09,29,Jeans,Clothing,1,31.67,0.0,Alexandria,31.67
10536,2024-08-05,60,Headphones,Electronics,2,239.87,0.0,Cairo,479.74
10537,2024-09-06,23,Comic,Books,1,10.5,0.0,Cairo,10.5
10538,2024-09-18,125,Headphones,Electronics,1,223.5,0.0,Alexandria,223.5
10539,2024-12-26,124,Toaster,Home & Kitchen,2,97.39,0.05,Alexandria,185.04
10540,2024-05-30,79,Shampoo,Beauty,2,20.89,0.0,Alexandria,41.78
10541,2024-11-11,107,Blender,Home & Kitchen,1,84.35,0.0,Alexandria,84.35
10542,2024-04-09,19,Running Shoes,Sports,3,55.17,0.0,Aswan,165.51
10543,2024-12-13,159,Jeans,Clothing,2,28.62,0.05,Cairo,54.38
10544,2024-11-17,154,Perfume,Beauty,2,18.6,0.0,Aswan,37.2
10545,2024-06-08,96,Toaster,Home & Kitchen,1,71.27,0.0,Alexandria,71.27
10546,2024-10-27,72,Jacket,Clothing,1,53.75,0.0,Alexandria,53.75
10547,2024-11-10,16,Sneakers,Clothing,1,18.59,0.2,Giza,14.87
10548,2024-09-10,139,Jeans,Clothing,1,24.96,0.05,Giza,23.71
10549,2024-09-30,77,Monitor,Electronics,2,149.04,0.2,Giza,238.46
10550,2024-12-01,138,Jeans,Clothing,1,22.0,0.05,Cairo,20.9
10551,2024-08-26,181,USB-C Hub,Electronics,1,277.26,0.05,Alexandria,263.4
10552,2024-06-02,47,Yoga Mat,Sports,1,46.23,0.0,Mansoura,46.23
10553,2024-01-20,169,Monitor,Electronics,1,189.36,0.1,Cairo,170.42
10554,2024-03-14,50,Jacket,Clothing,1,36.87,0.0,Cairo,36.87
10555,2024-05-25,74,Perfume,Beauty,2,11.11,0.15,Cairo,18.89
10556,2024-08-06,7,Cap,Clothing,2,33.4,0.1,Alexandria,60.12
10557,2024-11-05,128,Face Cream,Beauty,2,20.97,0.0,Aswan,41.94
10558,2024-04-22,105,Novel,Books,1,17.4,0.0,Giza,17.4
10559,2024-03-18,85,Dumbbells,Sports,3,17.56,0.0,Alexandria,52.68
10560,2024-10-17,84,Jeans,Clothing,1,37.03,0.0,Aswan,37.03
10561,2024-10-15,179,Biography,Books,1,11.57,0.0,Alexandria,11.57
10562,2024-05-26,33,Bicycle Helmet,Sports,1,39.48,0.0,Cairo,39.48
10563,2024-08-20,152,Blender,Home & Kitchen,1,63.95,0.0,Alexandria,63.95
10564,2024-08-30,25,Cap,Clothing,1,34.03,0.05,Giza,32.33
10565,2024-06-03,19,USB-C Hub,Electronics,1,295.22,0.0,Cairo,295.22
10566,2024-04-18,2,Monitor,Electronics,1,273.59,0.0,Cairo,273.59
10567,2024-07-12,8,Coffee Maker,Home & Kitchen,1,45.95,0.0,Giza,45.95
10568,2024-04-25,154,Toaster,Home & Kitchen,1,56.26,0.0,Cairo,56.26
10569,2024-12-05,157,USB-C Hub,Electronics,1,253.74,0.2,Alexandria,202.99
10570,2024-07-13,39,Wireless Mouse,Electronics,1,266.87,0.2,Giza,213.5
10571,2024-06-18,143,Monitor,Electronics,1,123.3,0.05,Giza,117.14
10572,2024-07-16,18,Toaster,Home & Kitchen,1,59.82,0.0,Cairo,59.82
10573,2024-06-23,50,Laptop,Electronics,2,131.22,0.1,Cairo,236.2
10574,2024-09-06,179,Lipstick,Beauty,1,14.79,0.1,Aswan,13.31
10575,2024-01-25,93,Toaster,Home & Kitchen,4,66.0,0.0,Giza,264.0
10576,2024-07-11,62,Laptop,Electronics,1,226.81,0.0,Alexandria,226.81
10577,2024-07-18,112,Novel,Books,1,7.91,0.0,Aswan,7.91
10578,2024-11-30,6,Monitor,Electronics,2,217.17,0.15,Alexandria,369.19
10579,2024-04-02,154,Monitor,Electronics,3,198.45,0.0,Giza,595.35
10580,2024-07-05,96,Headphones,Electronics,1,323.66,0.1,Giza,291.29
10581,2024-10-12,120,Coffee Maker,Home & Kitchen,1,84.72,0.0,Mansoura,84.72
10582,2024-10-15,9,T-Shirt,Clothing,1,42.87,0.0,Giza,42.87
10583,2024-11-07,92,Water Bottle,Sports,1,39.25,0.05,Cairo,37.29
10584,2024-08-16,18,Shampoo,Beauty,1,15.9,0.0,Aswan,15.9
10585,2024-06-14,192,Running Shoes,Sports,1,42.83,0.1,Mansoura,38.55
10586,2024-03-30,150,Coffee Maker,Home & Kitchen,4,58.84,0.0,Mansoura,235.36
10587,2024-04-24,40,T-Shirt,Clothing,1,30.91,0.05,Giza,29.36
10588,2024-07-04,139,Shampoo,Beauty,2,26.64,0.0,Giza,53.28
10589,2024-04-23,87,Cutlery Set,Home & Kitchen,1,61.73,0.0,Cairo,61.73
10590,2024-08-25,104,Jeans,Clothing,1,41.84,0.0,Aswan,41.84
10591,2024-12-04,159,Toaster,Home & Kitchen,1,18.47,0.1,Aswan,16.62
10592,2024-06-16,114,Dumbbells,Sports,1,60.35,0.2,Giza,48.28
10593,2024-07-01,11,Water Bottle,Sports,1,43.95,0.0,Aswan,43.95
10594,2024-08-23,41,T-Shirt,Clothing,1,26.52,0.0,Alexandria,26.52
10595,2024-08-19,71,Wireless Mouse,Electronics,1,238.69,0.0,Giza,238.69
10596,2024-02-10,42,Laptop,Electronics,1,232.95,0.0,Cairo,232.95
10597,2024-10-29,131,Headphones,Electronics,1,300.32,0.0,Alexandria,300.32
10598,2024-02-16,168,Toaster,Home & Kitchen,1,50.05,0.05,Cairo,47.55
10599,2024-04-08,170,Comic,Books,2,10.53,0.0,Cairo,21.06
